"train_acc","val_acc"
"0.6088666666666667","0.699"
"0.76235","0.77"
"0.8056333333333333","0.7662"
"0.8219166666666666","0.8168"
"0.8308833333333333","0.8106"
"0.8375166666666667","0.819"
"0.8428","0.8284"
"0.8468","0.8322"
"0.8513166666666667","0.8368"
"0.8542166666666666","0.8366"
"0.8575666666666667","0.8418"
"0.8602166666666666","0.8396"
"0.8621333333333333","0.8472"
"0.8653833333333333","0.85"
"0.867","0.8496"
"0.8693833333333333","0.8524"
"0.87055","0.8544"
"0.8730166666666667","0.8554"
"0.87435","0.858"
"0.8759666666666667","0.8372"
"0.8781666666666667","0.8626"
"0.87895","0.843"
"0.8809","0.8622"
"0.8824833333333333","0.8682"
"0.8841166666666667","0.862"
"0.8852","0.868"
"0.8864666666666666","0.869"
"0.8873166666666666","0.8706"
"0.8886333333333334","0.8666"
"0.8894","0.8676"
"0.8917","0.859"
